Gene1	Gene2	interaction	Annotation	Regulation	TRRUST_Annotation	TRRUST_Direction	TRRUST_Score
ROBO1	PAK2	->	PPrel: activated by (Swapped)	Activation			
ROBO1	PAK6	->	PPrel: activated by (Swapped)	Activation			
ROBO1	SRGAP2	->	PPrel: activation; complex; input	Activation			
ROBO3	ROBO1	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
RPS6KA2	L1CAM	->	catalyzed by; complex; input (Swapped)	Activation			
RPS6KA5	ATF1	->	activated by; catalyzed by (Swapped)	Activation			
RPS6KA5	CREB3L1	->	PPrel: activated by; PPrel: activated by, phosphorylation (Swapped)	Activation			
RPS6KA5	L1CAM	->	catalyzed by; complex; input (Swapped)	Activation			
RPS6KA5	MYC	->	GErel: expression by (Swapped)	Activation			
S1PR1	PLCG1	->	activated by (Swapped)	Activation			
SARM1	TLR4	->	complex; input; reaction (Complex interaction)	Activation			
SATB1	BCL2	->			Activation	->	1.0
SATB1	CDK4	->			Activation	->	1.0
SATB1	CYBB	-|			Repression	-|	1.0
SATB1	GATA3	->			Activation	->	1.0
SATB1	HBE1	->			Activation	->	1.0
SATB1	IL4	->			Activation	->	1.0
SATB1	IL5	-|			Repression	-|	1.0
SATB1	MKI67	->			Activation	->	1.0
SATB1	SPARC	->			Activation	->	1.0
SATB1	SPI1	->			Activation	->	1.0
SCARB2	SYNJ1	->	complex; input (Complex interaction)	Activation			
SCARB2	SYNJ2	->	complex; input (Complex interaction)	Activation			
SCN5A	SPTB	->	complex; input (Complex interaction)	Activation			
SCN5A	SPTBN5	->	complex; input (Complex interaction)	Activation			
SDC2	CAV1	->	PPrel: activated, indirect effect (Swapped)	Activation			
SDC2	JUN	->	activated by (Swapped)	Activation			
SDC2	MSN	->	PPrel: activated by (Swapped)	Activation			
SDC2	PLCG1	->	activated by (Swapped)	Activation			
SDC2	VTN	->	complex; input (Complex interaction)	Activation			
SEMA3A	DPYSL2	->	catalyzed by; complex; input (Swapped)	Activation			
SEMA3A	DPYSL3	->	catalyzed by; complex; input (Swapped)	Activation			
SEMA4D	RHOB	->	catalyzed by (Swapped)	Activation			
SEMA7A	PLXNC1	->	PPrel: activated by; complex; input (Swapped)	Activation			
SERPINA5	F13A1	-|	inhibited by (Target inhibits Source)	Inhibition			
SERPINE1	PLAU	->	catalyzed by; complex; input (Swapped)	Activation			
SERPINE1	VTN	->	complex; input (Complex interaction)	Activation			
SFRP1	FZD1	-|	PPrel: inhibited by; inhibited by (Target inhibits Source)	Inhibition			
SFRP1	FZD3	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
SFRP1	FZD5	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
SFRP1	FZD8	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
SFRP1	SOST	->	reaction (Complex interaction)	Activation			
SFRP1	WNT7B	-|	PPrel: inhibition	Inhibition			
SFRP1	WNT8B	-|	PPrel: inhibition; inhibit	Inhibition			
SGK1	FOXO1	-|	PPrel: inhibited by, phosphorylated by (Target inhibits Source)	Inhibition			
SGK1	NEDD4L	-|	PPrel: inhibited by, phosphorylated by; complex (Target inhibits Source)	Inhibition			
SGK1	SCNN1A	->	catalyzed by (Swapped)	Activation			
SGK1	TSC22D3	->	complex (Complex interaction)	Activation			
SH3KBP1	SPRY1	->	complex; input (Complex interaction)	Activation			
SH3KBP1	STAM	->	complex; input (Complex interaction)	Activation			
SH3KBP1	SYNJ1	->	complex; input; reaction (Complex interaction)	Activation			
SH3KBP1	SYNJ2	->	complex; input (Complex interaction)	Activation			
SH3KBP1	TGFA	->	complex; input (Complex interaction)	Activation			
SH3KBP1	VLDLR	->	complex; input (Complex interaction)	Activation			
SHC3	PRKCG	->	catalyzed by (Swapped)	Activation			
SHC3	STAT4	->	complex; input (Complex interaction)	Activation			
SIGIRR	CD14	-|	inhibited by (Target inhibits Source)	Inhibition			
SIGIRR	TLR1	-|	inhibite	Inhibition			
SIGIRR	TLR4	-|	inhibite	Inhibition			
SIGIRR	TLR6	-|	inhibit	Inhibition			
SIM2	BCL2	-|			Repression	-|	1.0
SIM2	CASP3	->			Activation	->	1.0
SIX1	CDH1	-|			Repression	-|	1.0
SIX1	VEGFC	->			Activation	->	1.0
SLC9A3R1	DNM1	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
SMAD3	AKR1B1	->	expression regulated by (Swapped)	Activation			
SMAD3	ANGPTL4	->			Activation	->	1.0
SMAD3	APOC3	->			Activation	->	1.0
SMAD3	AR	->	complex; expression regulated by; input (Swapped)	Activation			
SMAD3	BAMBI	->			Activation	->	1.0
SMAD3	BMPR1B	->	PPrel: activated by, phosphorylation (Swapped)	Activation			
SMAD3	CCND2	->			Activation	->	1.0
SMAD3	CDH1	-|	GErel: repressed by (Target inhibits Source)	Inhibition			
SMAD3	CDKN1A	->			Activation	->	1.0
SMAD3	COL3A1	->	expression regulated by (Swapped)	Activation			
SMAD3	COL6A3	->	expression regulated by (Swapped)	Activation			
SMAD3	CYP17A1	-|			Repression	-|	1.0
SMAD3	CYP7A1	-|			Repression	-|	1.0
SMAD3	EDN1	->	expression regulated by (Swapped)	Activation			
SMAD3	FOXP3	->			Activation	->	1.0
SMAD3	FST	->			Activation	->	1.0
SMAD3	GADD45B	->	expression regulated by (Swapped)	Activation			
SMAD3	JUN	->	complex; expression regulated by; input; reaction (Swapped)	Activation			
SMAD3	LEF1	->	expression regulated by (Swapped)	Activation			
SMAD3	MMP9	-|			Repression	-|	1.0
SMAD3	NR3C1	->	activated by; complex; expression regulates; input; reaction (Bidirectional Activation)	Activation			
SMAD3	PITX2	->	GErel: expression by (Swapped)	Activation			
SMAD3	PTHLH	->	expression regulated by (Swapped)	Activation	Activation	->	1.0
SMAD3	SERPINE1	->	GErel: expression by (Swapped)	Activation	Activation	->	1.0
SMAD3	SMAD7	-|			Repression	-|	1.0
SMAD3	TERT	-|			Repression	-|	1.0
SMAD3	TGFB1	-|			Repression	-|	1.0
SMAD3	TNC	->			Activation	->	1.0
SMAD3	VDR	->			Activation	->	1.0
SMAD3	VEGFA	->	expression regulates	Activation			
SMAD6	BMPR1B	-|	activate; complex; inhibited by; input (Target inhibits Source)	Inhibition			
SMAD6	RGMB	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
SMAD6	SMAD3	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
SMAD7	CDK1	-|			Repression	-|	1.0
SMAD7	CDKN1A	-|			Repression	-|	1.0
SMAD7	CDKN2B	-|			Repression	-|	1.0
SMAD7	KRT14	-|			Repression	-|	1.0
SMAD7	LEF1	->	expression regulated by (Swapped)	Activation			
SMAD7	MET	->			Activation	->	1.0
SMAD7	MYC	->			Activation	->	1.0
SMAD7	SMAD3	-|	GErel: expression; PPrel: inhibited by; activate; inhibite; inhibited by; input (Target inhibits Source)	Inhibition			
SMAD7	TGFB1	->			Activation	->	1.0
SMAD7	TGFBR1	-|			Repression	-|	1.0
SNAI2	CD44	->			Activation	->	1.0
SNAI2	CDH1	-|			Repression	-|	1.0
SNAI2	CXADR	-|			Repression	-|	1.0
SNAI2	CXCL12	->			Activation	->	1.0
SNAI2	CXCR4	->			Activation	->	1.0
SNAI2	EGR1	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
SNAI2	HPGD	-|			Repression	-|	1.0
SNAI2	JAG1	->			Activation	->	1.0
SNAI2	LPAR2	-|			Repression	-|	1.0
SNAI2	MMP9	->			Activation	->	1.0
SNAI2	POU5F1	->			Activation	->	1.0
SNAI2	PPARG	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
SNAI2	UBE2D3	-|			Repression	-|	1.0
SNAI2	VDR	-|			Repression	-|	1.0
SOCS2	IRS1	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
SOCS2	JAK1	-|	PPrel: inhibited by; complex; input (Target inhibits Source)	Inhibition			
SOCS2	SOCS3	->	complex; input (Complex interaction)	Activation			
SOCS3	CBL	-|	inhibited by (Target inhibits Source)	Inhibition			
SOCS3	IRS1	-|	PPrel: inhibited by; PPrel: inhibited, indirect effect; inhibited by (Target inhibits Source)	Inhibition			
SOCS3	JAK1	-|	PPrel: binding/association; PPrel: inhibited by; activate; complex; input; reaction (Target inhibits Source)	Inhibition			
SOST	FZD1	-|	inhibited by (Target inhibits Source)	Inhibition			
SOST	LRP5	-|	PPrel: inhibited by (Target inhibits Source)	Inhibition			
SOST	WNT8B	-|	inhibite	Inhibition			
SOX13	TCF7L2	->	complex; input (Complex interaction)	Activation			
SOX4	HDAC8	->			Activation	->	1.0
SOX4	NCAM1	->			Activation	->	1.0
SOX4	TCF7L2	->	complex; input (Complex interaction)	Activation			
SPDEF	AGR2	->			Activation	->	1.0
SPDEF	CDH1	->			Activation	->	1.0
SPDEF	MMP9	-|			Repression	-|	1.0
SPDEF	MUC2	->			Activation	->	1.0
SPDEF	PLAUR	-|			Repression	-|	1.0
SPDEF	RETNLB	->			Activation	->	1.0
SPDEF	SERPINB5	->			Activation	->	1.0
SPDEF	SPINK4	->			Activation	->	1.0
SPDEF	SQSTM1	->			Activation	->	1.0
SPRY1	CBL	-|	catalyze; complex; inhibited by; input (Target inhibits Source)	Inhibition			
SPRY1	STAM	->	complex; input (Complex interaction)	Activation			
SQSTM1	TNFRSF1A	->	complex; input (Complex interaction)	Activation			
ST14	FLG	->	catalyzed by (Swapped)	Activation			
STAM	JAK1	->	PPrel: activated by; complex; input (Swapped)	Activation			
STAM	SYNJ1	->	complex; input (Complex interaction)	Activation			
STAM	SYNJ2	->	complex; input (Complex interaction)	Activation			
STAM	TGFA	->	complex; input (Complex interaction)	Activation			
STAT4	AOX1	->	GErel: expression by (Swapped)	Activation			
STAT4	CCND3	->	GErel: expression by (Swapped)	Activation			
STAT4	JUN	-|	activate; complex; inhibited by; input; reaction (Target inhibits Source)	Inhibition			
STAT4	MYC	->	GErel: expression by (Swapped)	Activation	Activation	->	1.0
STAT4	PRF1	->			Activation	->	1.0
STAT4	PRKCG	->	catalyzed by (Swapped)	Activation			
STAT4	S100A4	->			Activation	->	1.0
STAT4	SOCS2	->	GErel: expression by (Swapped)	Activation			
STAT4	SOCS3	->	GErel: expression by (Swapped)	Activation	Repression	-|	1.0
STAT4	ZNF395	->	expression regulates	Activation			
SUN2	SYNE1	->	complex; input (Complex interaction)	Activation			
SYNJ1	SYT2	->	complex; input (Complex interaction)	Activation			
SYNJ1	TGFA	->	complex; input (Complex interaction)	Activation			
SYNJ2	SYT2	->	complex; input (Complex interaction)	Activation			
SYNJ2	TGFA	->	complex; input (Complex interaction)	Activation			
SYT2	UNC13B	->	complex; input (Complex interaction)	Activation			
TCF4	ABCB1	->			Activation	->	1.0
TCF4	AR	-|	activate; inhibited by (Target inhibits Source)	Inhibition			
TCF4	CCND1	->			Activation	->	1.0
TCF4	CLEC4C	->			Activation	->	1.0
TCF4	CNTNAP2	->			Activation	->	1.0
TCF4	HECA	-|			Repression	-|	1.0
TCF4	MITF	-|			Repression	-|	1.0
TCF4	MYC	->			Activation	->	1.0
TCF4	NOTUM	->			Activation	->	1.0
TCF4	NRXN1	->			Activation	->	1.0
TCF4	PLD1	->			Activation	->	1.0
TCF4	PTEN	-|			Repression	-|	1.0
TCF4	TLE1	->	complex (Complex interaction)	Activation			
TCF4	VEGFA	->			Activation	->	1.0
TCF4	VIM	->			Activation	->	1.0
TCF7	AXIN2	->	GErel: expression by; PPrel: activation (Bidirectional Activation)	Activation			
TCF7	BIRC3	->	GErel: expression by (Swapped)	Activation			
TCF7	CCND3	->	GErel: expression by (Swapped)	Activation			
TCF7	JUN	->	GErel: expression by (Swapped)	Activation			
TCF7	MYC	->	GErel: expression by (Swapped)	Activation			
TCF7	SNAI2	->	GErel: expression by (Swapped)	Activation			
TCF7L2	ACVR1C	->	expression regulated by (Swapped)	Activation			
TCF7L2	ATOH8	->	expression regulated by (Swapped)	Activation			
TCF7L2	AXIN2	->	GErel: expression by; PPrel: activation; expression regulated by (Bidirectional Activation)	Activation			
TCF7L2	BHLHE40	->	expression regulated by (Swapped)	Activation			
TCF7L2	BIRC3	->	GErel: expression by (Swapped)	Activation			
TCF7L2	BIRC5	->			Activation	->	1.0
TCF7L2	CBX5	->	expression regulated by (Swapped)	Activation			
TCF7L2	CCND3	->	GErel: expression by (Swapped)	Activation			
TCF7L2	DKK1	->	expression regulated by (Swapped)	Activation			
TCF7L2	ETV4	->	expression regulated by (Swapped)	Activation			
TCF7L2	GDF15	->	expression regulated by (Swapped)	Activation			
TCF7L2	HECA	-|			Repression	-|	1.0
TCF7L2	ID1	->	expression regulated by (Swapped)	Activation			
TCF7L2	IGFBP1	->	expression regulated by (Swapped)	Activation			
TCF7L2	JUN	->	GErel: expression by; complex; input (Swapped)	Activation			
TCF7L2	MYC	->	GErel: expression by; catalyzed by; input (Swapped)	Activation			
TCF7L2	MYCL	->	catalyzed by; input (Swapped)	Activation			
TCF7L2	NR1D1	->	expression regulated by (Swapped)	Activation			
TCF7L2	NR4A1	->	expression regulated by (Swapped)	Activation			
TCF7L2	SMAD3	->	expression regulated by (Swapped)	Activation			
TCF7L2	SMAD6	->	expression regulated by (Swapped)	Activation			
TCF7L2	SNAI2	->	GErel: expression by (Swapped)	Activation			
TCF7L2	STARD7	->			Activation	->	1.0
TCF7L2	TCF7	->	expression regulated by (Swapped)	Activation			
TCF7L2	TLE1	->	complex; input; reaction (Complex interaction)	Activation			
TCF7L2	TLE3	->	complex; expression regulates; input; reaction	Activation			
TCF7L2	TLE4	->	complex; input; reaction (Complex interaction)	Activation			
TCF7L2	TNIK	->	complex; input (Complex interaction)	Activation			
TCF7L2	ZMIZ1	->	expression regulates	Activation			
TCF7L2	ZNF175	->	expression regulates	Activation			
TCF7L2	ZNF703	->	expression regulates	Activation			
TCF7L2	ZNF827	->	expression regulates	Activation			
TFAP2C	CDKN1A	-|			Repression	-|	1.0
TFAP2C	CRABP2	->			Activation	->	1.0
TFAP2C	ECM1	->			Activation	->	1.0
TFAP2C	EFNA1	->	expression regulated by (Swapped)	Activation			
TFAP2C	ERBB3	->	expression regulated by (Swapped)	Activation			
TFAP2C	ESR1	->			Activation	->	1.0
TFAP2C	GATA2	->	expression regulated by (Swapped)	Activation			
TFAP2C	GPX1	->			Activation	->	1.0
TFAP2C	ID1	->	expression regulated by (Swapped)	Activation			
TFAP2C	MAGEC2	->	expression regulated by (Swapped)	Activation			
TFAP2C	NR4A1	->	expression regulated by (Swapped)	Activation			
TFAP2C	SKAP1	->	expression regulated by (Swapped)	Activation			
TFAP2C	SULT1E1	->			Activation	->	1.0
TFAP4	CDKN1A	->			Activation	->	1.0
TFAP4	MDM2	-|			Repression	-|	1.0
TFAP4	PPP2R2B	-|			Repression	-|	1.0
TFAP4	SALL2	->			Activation	->	1.0
TGFA	ERBB3	->	PPrel: activated by; complex; input (Swapped)	Activation			
TGFA	ERBB4	->	PPrel: activated by; catalyzed by (Swapped)	Activation			
TGFA	FGFR2	->	PPrel: activated by (Swapped)	Activation			
TGFA	FLT1	->	PPrel: activated by (Swapped)	Activation			
TGFA	KDR	->	PPrel: activated by (Swapped)	Activation			
TGFA	NGFR	->	PPrel: activated by (Swapped)	Activation			
TGFA	NTRK2	->	PPrel: activated by (Swapped)	Activation			
TGFA	PAG1	->	catalyzed by (Swapped)	Activation			
TGFA	SPRY1	->	catalyzed by; complex; input (Swapped)	Activation			
TGFB2	SMAD3	->	PPrel: activated, indirect effect (Swapped)	Activation			
TGFB2	SMAD6	->	activated by (Swapped)	Activation			
TGFB3	SMAD3	->	PPrel: activated, indirect effect (Swapped)	Activation			
THBS2	ITGA2	->	PPrel: activated by (Swapped)	Activation			
THBS2	ITGA6	->	PPrel: activated by; complex; input (Swapped)	Activation			
THBS2	ITGB3	->	PPrel: activated by (Swapped)	Activation			
THBS2	ITGB8	->	PPrel: activated by (Swapped)	Activation			
THRB	CGA	-|			Repression	-|	1.0
THRB	MYC	->	GErel: expression by (Swapped)	Activation			
TLE3	RUNX1	-|			Repression	-|	1.0
TLR4	JUN	->	PCrel: activated, indirect effect; expression regulates (Bidirectional Activation)	Activation			
TLR4	TLR6	->	complex (Complex interaction)	Activation			
TNFAIP3	IRF7	-|			Repression	-|	1.0
TNFAIP3	JUN	-|			Repression	-|	1.0
TNFAIP3	NFKB1	-|			Repression	-|	1.0
TNFAIP3	RELA	-|			Repression	-|	1.0
TNFAIP3	RIPK2	->	PPrel: activated by; catalyzed by; input (Swapped)	Activation			
TNFAIP3	TNIP1	->	complex; input (Complex interaction)	Activation			
TNFRSF1A	BID	->	activated by (Swapped)	Activation			
TNFRSF1A	BIRC3	->	PPrel: activated by; activated by; catalyze; catalyzed by; complex; input; reaction (Bidirectional Activation)	Activation			
TNFRSF1A	NRK	->	activated by (Swapped)	Activation			
TNFRSF1A	PPARG	->	activated by (Swapped)	Activation			
TNFRSF1A	SMPD1	->	activated by (Swapped)	Activation			
TNFRSF1A	SMPD3	->	activated by; complex; input (Swapped)	Activation			
TNFRSF1A	TNFAIP3	->	activate; activated by; catalyze; complex; inhibite; input (Swapped)	Activation			
TNFRSF1A	TNFRSF1B	->	input (Input/Compound interaction)	Activation			
TNFRSF1A	TNIK	->	activate	Activation			
TNFRSF1B	DAB2IP	->	PPrel: activated by (Swapped)	Activation			
TNFSF10	BIRC3	->	activated by (Swapped)	Activation			
TNFSF10	CFLAR	->	activated by; complex; inhibit; input; reaction (Target activates Source)	Activation			
TNFSF10	SMPD1	->	activated by (Swapped)	Activation			
TRIM16	DES	-|			Repression	-|	1.0
TRIM16	E2F1	-|			Repression	-|	1.0
TRIM16	VIM	-|			Repression	-|	1.0
TSC22D3	CCND1	->			Activation	->	1.0
TSC22D3	CDKN1A	-|			Repression	-|	1.0
TSC22D3	FOXO1	-|			Repression	-|	1.0
TSC22D3	FOXO3	-|			Repression	-|	1.0
TSC22D3	FOXO4	-|			Repression	-|	1.0
TSC22D3	SCNN1A	->	catalyzed by (Swapped)	Activation			
TUBA1A	TUBB2A	->	PPrel: binding/association; complex; input (Binding/Association)	Activation			
TUBA1A	TUBB2B	->	PPrel: binding/association; complex; input (Binding/Association)	Activation			
UHRF1	ABCB1	-|			Repression	-|	1.0
UHRF1	PPARG	-|			Repression	-|	1.0
UHRF1	RB1	->			Activation	->	1.0
UNC13B	PPFIA2	->	activated by; complex; input (Swapped)	Activation			
UNC13B	RAB3A	->	activated by; catalyze; complex; input (Bidirectional Activation)	Activation			
UNC13B	RIMS1	->	activated by; complex; input (Swapped)	Activation			
USP18	JAK1	->	catalyzed by (Swapped)	Activation			
USP18	PLCG1	->	catalyzed by (Swapped)	Activation			
USP33	ROBO1	->	catalyzed by (Swapped)	Activation			
VEGFA	CBL	-|	complex; inhibited by; input (Target inhibits Source)	Inhibition			
VEGFA	ERBB3	->	PPrel: activated by (Swapped)	Activation			
VEGFA	ERBB4	->	PPrel: activated by (Swapped)	Activation			
VEGFA	FGFR2	->	PPrel: activated by (Swapped)	Activation			
VEGFA	FLT1	->	PCrel: activated by; PPrel: activated by; complex; input (Swapped)	Activation			
VEGFA	ITGB3	->	catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
VEGFA	MAPK13	->	catalyzed by (Swapped)	Activation			
VEGFA	MST1R	->	PPrel: activated by (Swapped)	Activation			
VEGFA	NGFR	->	PPrel: activated by (Swapped)	Activation			
VEGFA	NTRK2	->	PPrel: activated by (Swapped)	Activation			
VEGFA	PLCG1	->	activated by; complex; input (Swapped)	Activation			
VEGFA	PTK2B	->	activated by; catalyze; catalyzed by; complex; input (Bidirectional Activation)	Activation			
VLDLR	NCK2	->	activated by (Swapped)	Activation			
VLDLR	PLAU	->	activated by (Swapped)	Activation			
VLDLR	SERPINE1	->	activated by (Swapped)	Activation			
VTN	F11R	->	activated by (Swapped)	Activation			
VTN	ITGA2	->	PPrel: activated by (Swapped)	Activation			
VTN	ITGA6	->	PPrel: activated by (Swapped)	Activation			
VTN	ITGB3	->	PPrel: activated by; activated by; complex; input; reaction (Swapped)	Activation			
VTN	ITGB8	->	PPrel: activated by; complex; input (Swapped)	Activation			
VTN	KDR	->	activated by; complex; input (Swapped)	Activation			
VTN	PTK2B	->	activated by (Swapped)	Activation			
VTN	VEGFA	->	activated by; complex; input (Swapped)	Activation			
WASF3	ACTR3C	->	PPrel: activated by (Swapped)	Activation			
WNT7B	FZD1	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT7B	FZD3	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT7B	FZD5	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT7B	FZD8	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT7B	LRP5	->	PPrel: activated by; complex; input (Swapped)	Activation			
WNT8B	FZD1	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT8B	FZD3	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT8B	FZD5	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
WNT8B	FZD8	->	PPrel: activated by; PPrel: activated by, phosphorylation; complex; input (Swapped)	Activation			
